Regulating prices in NOK/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 24-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
29-01-2021,00 - 01,"446,55","418,22","446,55","418,22","446,55","418,22","446,55","418,22","446,55","418,22",,,,,,,,,,,,,,
29-01-2021,01 - 02,"427,00","427,00","427,00","427,00","427,00","427,00","427,00","427,00","427,00","427,00",,,,,,,,,,,,,,
29-01-2021,02 - 03,"411,63","411,63","411,63","411,63","411,63","411,63","411,63","411,63","411,63","411,63",,,,,,,,,,,,,,
29-01-2021,03 - 04,"418,22","405,46","418,22","405,46","418,22","405,46","418,22","405,46","418,22","405,46",,,,,,,,,,,,,,
29-01-2021,04 - 05,"428,68","411,74","428,68","411,74","428,68","411,74","428,68","411,74","428,68","411,74",,,,,,,,,,,,,,
29-01-2021,05 - 06,"448,02","386,85","448,02","386,85","449,17","386,85","449,17","386,85","448,02","386,85",,,,,,,,,,,,,,
29-01-2021,06 - 07,"493,19","386,85","470,50","386,85","485,97","386,85","485,97","386,85","493,19","386,85",,,,,,,,,,,,,,
29-01-2021,07 - 08,"680,55","680,55","579,44","579,44","579,44","579,44","579,44","579,44","579,44","579,44",,,,,,,,,,,,,,
29-01-2021,08 - 09,"767,33","432,86","612,27","418,22","698,53","432,86","698,53","432,86","698,53","432,86",,,,,,,,,,,,,,
29-01-2021,09 - 10,"766,18","432,86","615,62","418,22","766,18","432,86","766,18","432,86","766,18","432,86",,,,,,,,,,,,,,
29-01-2021,10 - 11,"718,92","432,86","592,51","430,00","667,37","432,86","667,37","432,86","667,37","432,86",,,,,,,,,,,,,,
29-01-2021,11 - 12,"664,34","664,34","572,23","449,59","635,28","635,28","635,28","635,28","635,28","635,28",,,,,,,,,,,,,,
29-01-2021,12 - 13,"695,93","581,01","558,53","402,54","695,93","581,01","695,93","581,01","581,01","581,01",,,,,,,,,,,,,,
29-01-2021,13 - 14,"686,93","551,84","512,42","402,54","686,93","551,84","686,93","551,84","551,84","551,84",,,,,,,,,,,,,,
29-01-2021,14 - 15,"632,66","510,75","489,74","428,68","632,66","532,60","632,66","532,60","510,75","510,75",,,,,,,,,,,,,,
29-01-2021,15 - 16,"529,99","428,68","529,99","402,54","529,99","428,68","529,99","428,68","529,99","428,68",,,,,,,,,,,,,,
29-01-2021,16 - 17,"581,53","428,68","574,84","428,68","556,86","428,68","556,86","428,68","574,84","428,68",,,,,,,,,,,,,,
29-01-2021,17 - 18,"694,77","447,33","622,52","447,33","530,62","447,33","530,62","447,33","622,52","447,33",,,,,,,,,,,,,,
29-01-2021,18 - 19,"635,59","635,59","635,59","635,59","526,96","526,96","526,96","526,96","635,59","635,59",,,,,,,,,,,,,,
29-01-2021,19 - 20,"620,85","620,85","620,85","620,85","501,86","501,86","501,86","501,86","620,85","620,85",,,,,,,,,,,,,,
29-01-2021,20 - 21,"568,15","568,15","568,15","568,15","499,15","499,15","499,15","499,15","568,15","568,15",,,,,,,,,,,,,,
29-01-2021,21 - 22,"523,09","453,77","523,09","453,77","499,67","453,77","499,67","453,77","523,09","453,77",,,,,,,,,,,,,,
29-01-2021,22 - 23,"479,91","479,91","479,91","479,91","479,91","479,91","479,91","479,91","479,91","479,91",,,,,,,,,,,,,,
29-01-2021,23 - 00,"447,39","405,00","447,39","405,00","447,39","405,00","447,39","405,00","447,39","405,00",,,,,,,,,,,,,,
30-01-2021,00 - 01,"445,33","410,30","445,33","410,30","445,33","410,30","445,33","410,30","445,33","410,30",,,,,,,,,,,,,,
30-01-2021,01 - 02,"424,92","424,92","424,92","424,92","424,92","424,92","424,92","424,92","424,92","424,92",,,,,,,,,,,,,,
30-01-2021,02 - 03,"410,83","410,83","410,83","410,83","410,83","410,83","410,83","410,83","410,83","410,83",,,,,,,,,,,,,,
30-01-2021,03 - 04,"399,36","352,44","399,36","352,44","399,36","352,44","399,36","352,44","399,36","352,44",,,,,,,,,,,,,,
30-01-2021,04 - 05,"400,62","352,44","400,62","352,44","400,62","352,44","400,62","352,44","400,62","352,44",,,,,,,,,,,,,,
30-01-2021,05 - 06,"452,38","414,61","452,38","414,61","452,38","414,61","452,38","414,61","452,38","414,61",,,,,,,,,,,,,,
30-01-2021,06 - 07,"473,42","437,23","473,42","437,23","473,42","437,23","473,42","437,23","473,42","437,23",,,,,,,,,,,,,,
30-01-2021,07 - 08,"547,07","456,06","547,07","456,06","547,07","456,06","547,07","456,06","547,07","456,06",,,,,,,,,,,,,,
30-01-2021,08 - 09,"547,07","507,72","547,07","507,72","547,07","507,72","547,07","507,72","547,07","507,72",,,,,,,,,,,,,,
30-01-2021,09 - 10,"607,35","607,35","607,35","607,35","599,25","544,23","599,25","544,23","607,35","607,35",,,,,,,,,,,,,,
30-01-2021,10 - 11,"608,19","608,19","608,19","608,19","588,20","547,17","588,20","547,17","608,19","608,19",,,,,,,,,,,,,,
30-01-2021,11 - 12,"607,87","431,34","607,87","431,34","560,11","431,34","560,11","431,34","607,87","431,34",,,,,,,,,,,,,,
30-01-2021,12 - 13,"580,00","431,34","580,00","431,34","560,32","431,34","560,32","431,34","580,00","431,34",,,,,,,,,,,,,,
30-01-2021,13 - 14,"532,34","420,82","532,34","420,82","532,34","420,82","532,34","420,82","532,34","420,82",,,,,,,,,,,,,,
30-01-2021,14 - 15,"504,88","389,26","504,88","389,26","504,88","389,26","504,88","389,26","504,88","389,26",,,,,,,,,,,,,,
30-01-2021,15 - 16,"505,51","389,26","505,51","389,26","505,51","389,26","505,51","389,26","505,51","389,26",,,,,,,,,,,,,,
30-01-2021,16 - 17,"595,25","389,26","595,25","389,26","540,02","389,26","540,02","389,26","595,25","389,26",,,,,,,,,,,,,,
30-01-2021,17 - 18,"637,33","420,82","637,33","420,82","548,33","420,82","548,33","420,82","637,33","420,82",,,,,,,,,,,,,,
30-01-2021,18 - 19,"648,59","460,06","648,59","460,06","551,80","389,26","551,80","389,26","648,59","460,06",,,,,,,,,,,,,,
30-01-2021,19 - 20,"778,04","627,23","778,04","627,23","546,12","389,26","546,12","389,26","778,04","627,23",,,,,,,,,,,,,,
30-01-2021,20 - 21,"720,00","555,27","720,00","555,27","555,27","389,26","555,27","389,26","720,00","555,27",,,,,,,,,,,,,,
30-01-2021,21 - 22,"701,95","494,04","701,95","494,04","494,04","389,26","494,04","389,26","701,95","494,04",,,,,,,,,,,,,,
30-01-2021,22 - 23,"589,15","494,25","589,15","494,25","494,25","389,26","494,25","389,26","589,15","494,25",,,,,,,,,,,,,,
30-01-2021,23 - 00,"445,02","445,02","445,02","445,02","445,02","445,02","445,02","445,02","445,02","445,02",,,,,,,,,,,,,,
31-01-2021,00 - 01,"442,70","378,74","442,70","378,74","442,70","378,74","442,70","378,74","442,70","378,74",,,,,,,,,,,,,,
31-01-2021,01 - 02,"431,13","368,22","431,13","368,22","431,13","368,22","431,13","368,22","431,13","368,22",,,,,,,,,,,,,,
31-01-2021,02 - 03,"426,19","378,74","426,19","378,74","426,19","378,74","426,19","378,74","426,19","378,74",,,,,,,,,,,,,,
31-01-2021,03 - 04,"415,56","378,74","415,56","378,74","415,56","378,74","415,56","378,74","415,56","378,74",,,,,,,,,,,,,,
31-01-2021,04 - 05,"416,09","378,74","416,09","378,74","416,09","378,74","416,09","378,74","416,09","378,74",,,,,,,,,,,,,,
31-01-2021,05 - 06,"427,34","379,09","425,13","379,09","427,34","379,09","427,34","379,09","427,34","379,09",,,,,,,,,,,,,,
31-01-2021,06 - 07,"429,45","379,09","425,24","379,09","429,45","379,09","429,45","379,09","429,45","379,09",,,,,,,,,,,,,,
31-01-2021,07 - 08,"434,39","389,26","434,39","389,26","434,39","389,26","434,39","389,26","434,39","389,26",,,,,,,,,,,,,,
31-01-2021,08 - 09,"471,84","426,08","471,84","426,08","471,84","426,08","471,84","426,08","471,84","426,08",,,,,,,,,,,,,,
31-01-2021,09 - 10,"517,08","432,81","517,08","432,81","517,08","432,81","517,08","432,81","517,08","432,81",,,,,,,,,,,,,,
31-01-2021,10 - 11,"533,70","467,57","533,70","467,57","533,70","467,57","533,70","467,57","533,70","467,57",,,,,,,,,,,,,,
31-01-2021,11 - 12,"538,02","538,02","538,02","538,02","538,02","538,02","538,02","538,02","538,02","538,02",,,,,,,,,,,,,,
31-01-2021,12 - 13,"529,92","410,30","529,92","410,30","529,92","410,30","529,92","410,30","529,92","410,30",,,,,,,,,,,,,,
31-01-2021,13 - 14,"488,47","390,00","486,36","390,00","488,47","390,00","488,47","390,00","488,47","390,00",,,,,,,,,,,,,,
31-01-2021,14 - 15,"483,42","390,00","482,89","390,00","483,42","390,00","483,42","390,00","483,42","390,00",,,,,,,,,,,,,,
31-01-2021,15 - 16,"504,14","387,15","504,14","387,15","504,14","387,15","504,14","387,15","504,14","387,15",,,,,,,,,,,,,,
31-01-2021,16 - 17,"556,74","399,78","556,74","399,78","556,74","399,78","556,74","399,78","556,74","399,78",,,,,,,,,,,,,,
31-01-2021,17 - 18,"820,60","678,15","820,60","678,15","678,15","399,78","678,15","399,78","820,60","678,15",,,,,,,,,,,,,,
31-01-2021,18 - 19,"757,48","672,05","757,48","672,05","672,05","368,22","672,05","368,22","757,48","672,05",,,,,,,,,,,,,,
31-01-2021,19 - 20,"655,95","655,95","655,95","655,95","655,95","368,22","655,95","368,22","655,95","655,95",,,,,,,,,,,,,,
31-01-2021,20 - 21,"610,08","610,08","610,08","610,08","610,08","380,00","610,08","380,00","610,08","610,08",,,,,,,,,,,,,,
31-01-2021,21 - 22,"540,12","534,86","540,12","534,86","540,12","380,00","540,12","380,00","540,12","534,86",,,,,,,,,,,,,,
31-01-2021,22 - 23,"518,45","431,34","518,45","431,34","518,45","431,34","518,45","431,34","518,45","431,34",,,,,,,,,,,,,,
31-01-2021,23 - 00,"477,21","410,30","477,21","410,30","477,21","410,30","477,21","410,30","477,21","410,30",,,,,,,,,,,,,,
01-02-2021,00 - 01,"440,09","380,62","440,09","380,62","440,09","380,62","440,09","380,62","440,09","380,62",,,,,,,,,,,,,,
01-02-2021,01 - 02,"423,86","351,66","423,86","351,66","423,86","351,66","423,86","351,66","423,86","351,66",,,,,,,,,,,,,,
01-02-2021,02 - 03,"423,44","351,66","423,44","351,66","423,44","351,66","423,44","351,66","423,44","351,66",,,,,,,,,,,,,,
01-02-2021,03 - 04,"413,93","325,00","413,93","325,00","413,93","325,00","413,93","325,00","413,93","325,00",,,,,,,,,,,,,,
01-02-2021,04 - 05,"421,58","325,00","416,72","325,00","421,58","325,00","421,58","325,00","421,58","325,00",,,,,,,,,,,,,,
01-02-2021,05 - 06,"474,85","362,01","417,96","362,01","499,67","362,01","499,67","362,01","474,85","362,01",,,,,,,,,,,,,,
01-02-2021,06 - 07,"614,58","614,58","557,90","557,90","614,58","362,01","614,58","362,01","614,58","614,58",,,,,,,,,,,,,,
01-02-2021,07 - 08,"1550,93","1550,93","930,87","655,64","891,67","380,00","891,67","380,00","930,87","891,67",,,,,,,,,,,,,,
01-02-2021,08 - 09,"2068,60","2067,98","2068,60","670,33","2067,98","380,00","2067,98","380,00","2068,60","2067,98",,,,,,,,,,,,,,
01-02-2021,09 - 10,"1745,00","1714,77","1745,00","673,33","1714,77","380,00","1714,77","380,00","1745,00","1714,77",,,,,,,,,,,,,,
01-02-2021,10 - 11,"1298,46","444,75","668,78","444,75","1298,46","380,00","1298,46","380,00","1298,46","444,75",,,,,,,,,,,,,,
01-02-2021,11 - 12,"694,84","430,00","678,19","430,00","694,84","380,00","694,84","380,00","694,84","430,00",,,,,,,,,,,,,,
01-02-2021,12 - 13,"683,05","477,85","666,71","477,85","683,05","393,03","683,05","393,03","683,05","477,85",,,,,,,,,,,,,,
01-02-2021,13 - 14,"686,26","452,30","669,81","452,30","686,26","452,30","686,26","452,30","686,26","452,30",,,,,,,,,,,,,,
01-02-2021,14 - 15,"811,41","444,75","661,95","444,75","811,41","444,75","811,41","444,75","811,41","444,75",,,,,,,,,,,,,,
01-02-2021,15 - 16,"890,33","450,00","654,71","450,00","890,33","450,00","890,33","450,00","890,33","450,00",,,,,,,,,,,,,,
01-02-2021,16 - 17,"1448,23","430,81","664,64","430,81","1448,23","430,81","1448,23","430,81","1448,23","430,81",,,,,,,,,,,,,,
01-02-2021,17 - 18,"2067,98","430,69","725,77","430,69","2067,98","430,69","2067,98","430,69","2067,98","430,69",,,,,,,,,,,,,,
01-02-2021,18 - 19,"1231,13","460,00","843,78","460,00","1231,13","460,00","1231,13","460,00","1231,13","460,00",,,,,,,,,,,,,,
01-02-2021,19 - 20,"728,87","460,00","722,98","460,00","728,87","460,00","728,87","460,00","728,87","460,00",,,,,,,,,,,,,,
01-02-2021,20 - 21,"644,27","460,00","644,27","460,00","644,27","460,00","644,27","460,00","644,27","460,00",,,,,,,,,,,,,,
01-02-2021,21 - 22,"582,93","582,93","582,93","582,93","582,93","582,93","582,93","582,93","582,93","582,93",,,,,,,,,,,,,,
01-02-2021,22 - 23,"571,45","566,28","571,45","566,28","571,45","566,28","571,45","566,28","571,45","566,28",,,,,,,,,,,,,,
01-02-2021,23 - 00,"510,94","505,77","510,94","505,77","510,94","505,77","510,94","505,77","510,94","505,77",,,,,,,,,,,,,,
02-02-2021,00 - 01,"477,12","471,95","477,12","471,95","477,12","471,95","477,12","471,95","477,12","471,95",,,,,,,,,,,,,,
02-02-2021,01 - 02,"465,95","465,95","465,95","465,95","465,95","465,95","465,95","465,95","465,95","465,95",,,,,,,,,,,,,,
02-02-2021,02 - 03,"517,15","450,85","517,15","450,85","517,15","450,85","517,15","450,85","517,15","450,85",,,,,,,,,,,,,,
02-02-2021,03 - 04,"517,15","438,96","517,15","438,96","517,15","438,96","517,15","438,96","517,15","438,96",,,,,,,,,,,,,,
02-02-2021,04 - 05,"496,46","454,89","496,46","454,89","496,46","454,89","496,46","454,89","496,46","454,89",,,,,,,,,,,,,,
02-02-2021,05 - 06,"568,87","476,71","568,87","476,71","568,87","493,57","568,87","493,57","568,87","476,71",,,,,,,,,,,,,,
02-02-2021,06 - 07,"692,98","646,02","692,98","601,65","692,98","646,02","692,98","646,02","692,98","646,02",,,,,,,,,,,,,,
02-02-2021,07 - 08,"1204,96","1204,96","923,61","655,13","1204,96","1204,96","1204,96","1204,96","1204,96","1204,96",,,,,,,,,,,,,,
02-02-2021,08 - 09,"1574,72","500,00","808,10","500,00","1574,72","500,00","1574,72","500,00","1574,72","500,00",,,,,,,,,,,,,,
02-02-2021,09 - 10,"1235,26","483,43","718,42","483,43","1235,26","483,43","1235,26","483,43","1235,26","483,43",,,,,,,,,,,,,,
02-02-2021,10 - 11,"1035,13","481,05","685,53","481,05","1035,13","481,05","1035,13","481,05","1035,13","481,05",,,,,,,,,,,,,,
02-02-2021,11 - 12,"695,00","690,60","695,00","674,05","695,00","690,60","695,00","690,60","695,00","690,60",,,,,,,,,,,,,,
02-02-2021,12 - 13,"744,70","661,85","744,70","635,78","744,70","661,85","744,70","661,85","744,70","661,85",,,,,,,,,,,,,,
02-02-2021,13 - 14,"827,44","647,26","827,44","631,34","827,44","647,26","827,44","647,26","827,44","647,26",,,,,,,,,,,,,,
02-02-2021,14 - 15,"692,98","666,40","692,98","615,10","692,98","666,40","692,98","666,40","692,98","666,40",,,,,,,,,,,,,,
02-02-2021,15 - 16,"669,71","500,00","563,18","500,00","669,71","500,00","669,71","500,00","669,71","500,00",,,,,,,,,,,,,,
02-02-2021,16 - 17,"816,48","816,48","496,15","496,15","816,48","816,48","816,48","816,48","816,48","816,48",,,,,,,,,,,,,,
02-02-2021,17 - 18,"923,42","923,42","881,03","601,34","923,42","923,42","923,42","923,42","923,42","923,42",,,,,,,,,,,,,,
02-02-2021,18 - 19,"695,31","682,74","695,31","601,76","695,31","682,74","695,31","682,74","695,31","682,74",,,,,,,,,,,,,,
02-02-2021,19 - 20,"640,35","621,72","640,35","600,51","640,35","621,72","640,35","621,72","640,35","621,72",,,,,,,,,,,,,,
02-02-2021,20 - 21,"537,84","529,46","537,84","516,74","537,84","529,46","537,84","529,46","537,84","529,46",,,,,,,,,,,,,,
02-02-2021,21 - 22,"540,00","503,08","540,00","490,98","540,00","503,08","540,00","503,08","540,00","503,08",,,,,,,,,,,,,,
02-02-2021,22 - 23,"563,69","481,36","563,69","478,47","563,69","481,36","563,69","481,36","563,69","481,36",,,,,,,,,,,,,,
02-02-2021,23 - 00,"434,20","434,20","423,13","423,13","434,20","434,20","434,20","434,20","434,20","434,20",,,,,,,,,,,,,,
03-02-2021,00 - 01,"401,95","401,95","400,60","400,60","401,95","401,95","401,95","401,95","401,95","401,95",,,,,,,,,,,,,,
03-02-2021,01 - 02,"389,90","389,90","389,90","389,90","389,90","389,90","389,90","389,90","389,90","389,90",,,,,,,,,,,,,,
03-02-2021,02 - 03,"425,95","381,59","425,95","375,87","425,95","381,59","425,95","381,59","425,95","381,59",,,,,,,,,,,,,,
03-02-2021,03 - 04,"425,95","383,46","425,95","365,69","425,95","383,46","425,95","383,46","425,95","383,46",,,,,,,,,,,,,,
03-02-2021,04 - 05,"446,73","401,95","446,73","373,07","446,73","401,95","446,73","401,95","446,73","401,95",,,,,,,,,,,,,,
03-02-2021,05 - 06,"446,73","428,34","446,73","399,87","446,73","428,34","446,73","428,34","446,73","428,34",,,,,,,,,,,,,,
03-02-2021,06 - 07,"473,12","467,92","473,12","422,00","473,12","467,92","473,12","467,92","473,12","467,92",,,,,,,,,,,,,,
03-02-2021,07 - 08,"713,83","713,83","580,85","580,85","519,97","519,97","519,97","519,97","713,83","713,83",,,,,,,,,,,,,,
03-02-2021,08 - 09,"881,40","881,40","582,62","582,62","523,71","523,71","523,71","523,71","881,40","881,40",,,,,,,,,,,,,,
03-02-2021,09 - 10,"768,47","768,47","582,62","582,62","519,14","429,35","519,14","429,35","768,47","768,47",,,,,,,,,,,,,,
03-02-2021,10 - 11,"881,82","881,82","561,32","561,32","518,41","429,35","518,41","429,35","881,82","881,82",,,,,,,,,,,,,,
03-02-2021,11 - 12,"779,18","639,55","696,06","591,86","526,20","395,00","526,20","395,00","779,18","639,55",,,,,,,,,,,,,,
03-02-2021,12 - 13,"914,23","622,20","564,23","564,23","525,89","368,81","525,89","368,81","914,23","622,20",,,,,,,,,,,,,,
03-02-2021,13 - 14,"831,12","612,12","538,05","538,05","522,67","368,81","522,67","368,81","831,12","612,12",,,,,,,,,,,,,,
03-02-2021,14 - 15,"623,34","520,18","623,34","477,06","514,57","368,81","514,57","368,81","623,34","520,18",,,,,,,,,,,,,,
03-02-2021,15 - 16,"509,16","425,95","453,17","425,95","509,16","368,81","509,16","368,81","509,16","425,95",,,,,,,,,,,,,,
03-02-2021,16 - 17,"571,91","425,95","436,44","425,95","491,09","370,00","491,09","370,00","571,91","425,95",,,,,,,,,,,,,,
03-02-2021,17 - 18,"715,59","715,59","498,78","498,78","463,87","378,68","463,87","378,68","715,59","715,59",,,,,,,,,,,,,,
03-02-2021,18 - 19,"566,82","566,82","553,21","553,21","452,65","379,20","452,65","379,20","566,82","566,82",,,,,,,,,,,,,,
03-02-2021,19 - 20,"528,38","528,38","528,38","528,38","443,09","379,20","443,09","379,20","528,38","528,38",,,,,,,,,,,,,,
03-02-2021,20 - 21,"457,12","454,10","457,12","454,10","441,43","379,20","441,43","379,20","457,12","454,10",,,,,,,,,,,,,,
03-02-2021,21 - 22,"498,67","434,16","498,67","434,16","434,16","379,20","434,16","379,20","498,67","434,16",,,,,,,,,,,,,,
03-02-2021,22 - 23,"457,12","417,12","457,12","417,12","457,12","417,12","457,12","417,12","457,12","417,12",,,,,,,,,,,,,,
03-02-2021,23 - 00,"446,73","383,67","446,73","383,67","446,73","383,67","446,73","383,67","446,73","383,67",,,,,,,,,,,,,,
04-02-2021,00 - 01,"361,60","361,60","361,60","361,60","361,60","361,60","361,60","361,60","361,60","361,60",,,,,,,,,,,,,,
04-02-2021,01 - 02,"356,53","336,07","356,53","336,07","356,53","336,07","356,53","336,07","356,53","336,07",,,,,,,,,,,,,,
04-02-2021,02 - 03,"351,15","335,94","351,15","335,94","351,15","335,94","351,15","335,94","351,15","335,94",,,,,,,,,,,,,,
04-02-2021,03 - 04,"398,33","357,57","398,33","357,57","398,33","357,57","398,33","357,57","398,33","357,57",,,,,,,,,,,,,,
04-02-2021,04 - 05,"382,50","382,50","382,50","382,50","382,50","382,50","382,50","382,50","382,50","382,50",,,,,,,,,,,,,,
04-02-2021,05 - 06,"408,99","408,99","408,99","408,99","408,99","408,99","408,99","408,99","408,99","408,99",,,,,,,,,,,,,,
04-02-2021,06 - 07,"2356,78","499,93","789,63","499,93","411,16","411,16","411,16","411,16","2356,78","499,93",,,,,,,,,,,,,,
04-02-2021,07 - 08,"2356,78","648,82","724,24","591,29","423,68","353,64","423,68","353,64","2356,78","648,82",,,,,,,,,,,,,,
04-02-2021,08 - 09,"2356,77","877,99","2356,77","612,40","433,61","397,18","433,61","353,64","2356,77","877,99",,,,,,,,,,,,,,
04-02-2021,09 - 10,"2356,77","828,64","2356,77","596,98","445,51","331,08","445,51","331,08","2356,77","828,64",,,,,,,,,,,,,,
04-02-2021,10 - 11,"1551,95","877,88","1551,95","568,43","446,75","329,74","446,75","329,74","1551,95","877,88",,,,,,,,,,,,,,
04-02-2021,11 - 12,"1138,09","621,09","1138,09","583,84","449,86","320,74","449,86","329,63","1138,09","621,09",,,,,,,,,,,,,,
04-02-2021,12 - 13,"1138,09","610,33","1138,09","580,32","452,44","300,04","452,44","300,04","1138,09","610,33",,,,,,,,,,,,,,
04-02-2021,13 - 14,"621,40","621,40","576,19","576,19","453,79","307,29","453,79","307,29","621,40","621,40",,,,,,,,,,,,,,
04-02-2021,14 - 15,"724,24","654,92","585,19","444,89","444,17","307,29","444,17","307,29","724,24","654,92",,,,,,,,,,,,,,
04-02-2021,15 - 16,"724,24","655,65","602,05","602,05","442,30","307,29","442,30","307,29","724,24","655,65",,,,,,,,,,,,,,
04-02-2021,16 - 17,"724,24","688,65","614,78","614,78","437,86","269,00","437,86","269,00","724,24","688,65",,,,,,,,,,,,,,
04-02-2021,17 - 18,"1047,16","1044,36","739,76","739,76","432,37","269,00","432,37","269,00","1047,16","1044,36",,,,,,,,,,,,,,
04-02-2021,18 - 19,"931,17","923,92","739,76","739,76","428,44","269,00","428,44","269,00","931,17","923,92",,,,,,,,,,,,,,
04-02-2021,19 - 20,"827,70","698,48","827,70","698,48","436,92","248,31","436,92","248,31","827,70","698,48",,,,,,,,,,,,,,
